,nro_conabip,fecha_fundacion,id_depto
1257,3757,1998,18133
1258,512,1980,18168
1259,1251,1905,30008
1260,324,0,30021
1261,385,1909,30028
1262,4000,2000,30084
1263,4054,2001,30084
1264,401,1920,30091
1265,4146,1980,30098
1266,328,1924,30113
1267,3842,1998,34014
1268,3761,1998,34056
1269,3391,1980,38021
1270,3657,1997,38021
1271,772,1911,38112
1272,2679,1932,42056
1273,823,1915,42126
1274,819,1932,42035
1275,1993,1933,46021
1276,1997,1935,46126
1277,3993,1999,50049
1278,4271,1998,50070
1279,4293,2002,50112
1280,4144,1980,50098
1281,3300,1980,54021
1282,3421,1994,54028
1283,2944,1962,54077
1284,3935,2000,54098
1285,803,1910,54098
1286,3840,1999,58035
1287,1342,1928,58035
1288,3134,1980,58035
1289,3131,1987,58035
1290,3195,1984,62042
1291,3362,1980,62042
1292,2891,1971,62042
1293,4335,1997,62042
1294,3084,1984,62077
1295,3125,1964,66028
1296,3677,1996,66028
1297,3704,1980,66028
1298,3734,1997,66028
1299,3838,1999,66028
1300,4168,1980,66028
1301,4317,2008,66028
1302,3610,1963,66049
1303,3974,1980,66126
1304,3464,1992,70084
1305,3398,1980,74007
1306,3284,1980,74049
1307,3216,1993,74056
1308,1789,1931,82007
1309,3163,1969,82007
1310,3029,1975,82042
1311,1582,1931,82042
1312,4154,1980,82049
1313,3664,1996,82049
1314,3817,1980,82056
1315,2123,1939,82063
1316,4391,2022,82063
1317,416,1919,82084
1318,1947,1926,82084
1319,3710,1998,82084
1320,427,1913,82091
1321,1135,1922,82112
1322,991,1919,82112
1323,2038,1939,82119
1324,473,1917,82126
1325,3703,1980,86028
1326,1361,1928,86161
1327,3252,1992,94007
1328,645,1905,90084
1329,2356,1909,90049
1330,3532,1995,90056
1331,2170,1942,6014
1332,4136,1980,6035
1333,3132,1989,6056
1334,2688,1939,6077
1335,3900,1980,6134
1336,268,1916,6154
1337,113,0,6217
1338,3926,1980,6274
1339,4051,1980,6274
1340,3197,1979,6392
1341,1412,1928,6413
1342,1454,1930,6413
1343,3717,1980,6441
1344,4140,2001,6441
1345,3649,1997,6434
1346,294,1918,6434
1347,4340,2001,6497
1348,4241,1977,6518
1349,4139,2000,6560
1350,3886,2000,6560
1351,4106,1958,6560
1352,4250,2007,6638
1353,3157,1995,6665
1354,3659,1997,6749
1355,4061,1982,6756
1356,997,1923,6778
1357,4367,2011,6791
1358,3802,1998,6791
1359,3650,1980,6805
1360,4020,2001,6840
1361,730,1980,10042
1362,740,1912,10042
1363,742,1912,10091
1364,1053,1924,10105
1365,3672,1980,22028
1366,2549,1980,22140
1367,3345,1975,22140
1368,3432,1970,22140
1369,4259,2008,26007
1370,3506,1980,26021
1371,3899,1996,26021
1372,4033,1980,26021
1373,4324,2008,26056
1374,3667,1980,26105
1375,1351,1928,2000
1376,2558,1950,2000
1377,18,1916,2000
1378,2949,1969,14014
1379,4245,2005,14014
1380,4286,2007,14014
1381,545,1919,14035
1382,2615,1951,14056
1383,2884,1967,14063
1384,3867,1999,14091
1385,3568,1980,14098
1386,2900,1972,14098
1387,3138,1985,14105
1388,2925,1972,14112
1389,3620,1996,14126
1390,4294,2010,14133
1391,4118,2000,14133
1392,2360,1945,14140
1393,2081,1930,14161
1394,4218,1980,14182
1395,495,1980,18021
1396,509,1910,18105
1397,2171,1936,18112
1398,4088,2002,18119
1399,2970,1967,18168
1400,4110,0,18084
1401,766,0,38021
1402,3377,1994,42021
1403,3722,1997,42028
1404,2373,1934,42154
1405,725,1921,46035
1406,2672,1955,46042
1407,3463,1980,50084
1408,3306,1980,50105
1409,3360,1980,50112
1410,3815,1980,50119
1411,3662,1997,50119
1412,3304,1980,54084
1413,3260,1980,58042
1414,1522,1931,62091
1415,3415,1980,62042
1416,3107,1965,62042
1417,3599,1980,62056
1418,3651,1994,66028
1419,4109,1980,66056
1420,3733,1980,70028
1421,2242,1944,70028
1422,3521,1996,70028
1423,4372,2018,70042
1424,1729,1932,70070
1425,3242,1993,74056
1426,490,1980,82077
1427,2951,1976,82007
1428,1138,1917,82014
1429,472,1919,82021
1430,4337,2010,82021
1431,1724,1932,82042
1432,3447,1963,82014
1433,1472,1930,82042
1434,3426,1992,82042
1435,491,1915,82042
1436,2208,1936,82056
1437,2421,1939,82056
1438,4301,2010,82063
1439,4379,2018,82070
1440,3978,2000,82070
1441,1265,1980,82084
1442,2004,1935,82084
1443,3971,1993,82084
1444,3538,1980,82119
1445,3123,1966,86035
1446,3192,1992,86035
1447,3122,1933,86049
1448,3428,1980,86049
1449,4067,2001,86049
1450,4358,2003,86049
1451,4107,2003,86056
1452,2032,1927,90084
1453,3120,1947,90084
1454,642,1906,90070
1455,1170,1923,90105
1456,3952,1998,6028
1457,4086,2002,6035
1458,2790,1960,6056
1459,3929,2000,6056
1460,3033,1984,6091
1461,1864,1935,6098
1462,2492,1980,6098
1463,1769,1933,6105
1464,2151,1924,6245
1465,3633,1996,6351
1466,2063,1936,6364
1467,3194,1935,6392
1468,3928,1940,6413
1469,4041,1999,6427
1470,2069,1936,6441
1471,2546,1939,6441
1472,3954,1980,6441
1473,2271,1933,6441
1474,3153,1988,6462
1475,3149,1980,6490
1476,4196,1980,6490
1477,1309,1926,6581
1478,1710,1932,6581
1479,135,1980,6595
1480,1452,1929,6623
1481,2090,1972,6658
1482,2788,1959,6658
1483,3793,1999,6665
1484,221,1920,6672
1485,262,1942,6700
1486,1178,1925,6371
1487,125,1913,6760
1488,3648,1997,6875
1489,3655,1980,10049
1490,3471,1992,10084
1491,3630,1997,10098
1492,3577,1980,10112
1493,3409,1974,22105
1494,3456,1980,22056
1495,3673,1980,22084
1496,3014,1982,22133
1497,992,1923,22140
1498,3184,1980,22140
1499,3384,1980,22140
1500,3564,1980,22140
1501,4306,2011,26014
1502,3800,1992,26021
1503,4318,2010,2000
1504,3019,1933,2000
1505,19,1910,2000
1506,2776,1959,14014
1507,4277,2009,14021
1508,3586,1996,14119
1509,3983,1980,14133
1510,3931,1995,14140
1511,2737,1947,14182
1512,492,1901,18007
1513,1070,1925,18021
1514,3368,1993,18021
1515,1311,1928,18112
1516,3285,1916,18140
1517,306,0,30008
1518,3589,1996,30015
1519,354,0,30077
1520,4043,2001,30084
1521,303,0,30098
1522,3435,1995,34014
1523,763,1905,38014
1524,3219,1993,38014
1525,3276,1980,38098
1526,774,1915,38112
1527,3839,1980,42028
1528,2259,1945,42070
1529,3416,1994,42070
1530,2803,1958,42105
1531,2807,1961,42105
1532,1477,1930,42126
1533,3529,1980,46021
1534,2293,1946,46056
1535,4310,2008,50007
1536,1256,1926,50056
1537,2875,1911,50063
1538,3228,1993,50091
1539,4102,2004,50105
1540,4100,1980,50105
1541,3299,1994,54119
1542,4211,1980,54014
1543,3312,1980,54049
1544,3102,1994,58035
1545,3130,1980,58035
1546,3381,1980,58035
1547,3807,1980,58091
1548,4332,1990,62007
1549,3224,1980,62021
1550,3903,1997,62042
1551,3735,1980,62042
1552,3940,1980,66007
1553,4083,2002,66077
1554,3745,1980,66161
1555,3686,1971,70021
1556,3213,1956,70028
1557,4217,2008,70077
1558,4284,2007,70084
1559,3443,1995,74035
1560,4186,1980,74056
1561,3430,1980,74063
1562,1680,1932,82028
1563,3678,1996,82028
1564,1808,1917,82028
1565,2037,1934,82042
1566,3603,1996,82049
1567,4009,2000,82049
1568,2012,1980,82049
1569,3639,1980,82063
1570,4298,2010,82070
1571,2110,1942,82070
1572,2005,1936,82084
1573,2237,1942,82084
1574,4397,2022,82091
1575,466,1918,82105
1576,3365,2005,82126
1577,4198,1980,82133
1578,4233,2008,82133
1579,3390,1995,82133
1580,624,1929,86035
1581,3115,1942,86049
1582,612,1919,86077
1583,3816,1999,86105
1584,3893,1997,86154
1585,1658,1928,90105
1586,2982,1956,6028
1587,252,1918,6035
1588,4022,1996,6056
1589,1465,1925,6056
1590,2723,1946,6084
1591,3046,1986,6091
1592,3749,1997,6112
1593,2861,1963,6147
1594,1312,1928,6189
1595,3158,1985,6274
1596,131,1915,6287
1597,1707,1932,6294
1598,4002,2000,6410
1599,4299,1976,6427
1600,4182,1980,6427
1601,3203,1993,6427
1602,2498,1947,6441
1603,2438,1923,6441
1604,2676,1919,6434
1605,1232,1926,6469
1606,3656,1996,6497
1607,1998,1936,6525
1608,4371,2010,6595
1609,4384,2021,6595
1610,2073,1914,6616
1611,4366,2001,6638
1612,2341,1946,6693
1613,2428,1980,6707
1614,3945,1995,6791
1615,3050,1985,6805
1616,4005,1980,6805
1617,4017,1935,6833
1618,4221,1980,6833
1619,3871,1980,10007
1620,3553,1980,22014
1621,3465,1966,22028
1622,3004,1980,22049
1623,3582,1960,22133
1624,783,1980,22140
1625,3000,1975,22154
1626,4326,1994,26007
1627,3257,1980,26014
1628,3080,1984,26077
1629,1975,1916,2000
1630,2992,1924,2000
1631,4034,2001,2000
1632,3645,1998,14007
1633,3707,1995,14014
1634,1659,1932,14021
1635,2157,1942,14021
1636,3772,1998,14035
1637,2321,1918,14063
1638,544,1914,14084
1639,2978,1949,14091
1640,3853,1998,14140
1641,4307,1996,18021
1642,4104,2004,18028
1643,3909,2000,18112
1644,3375,1980,18119
1645,2596,1925,30028
1646,3614,1991,30049
1647,355,0,30084
1648,4297,2006,30084
1649,3917,1976,30088
1650,4359,2000,30098
1651,2964,1977,34049
1652,3503,1996,38063
1653,3737,1994,42021
1654,3874,1980,42077
1655,2122,1933,42119
1656,724,1915,46007
1657,718,0,46014
1658,2131,1935,50014
1659,692,1915,50084
1660,3190,1992,50091
1661,4173,1980,50098
1662,4329,2012,54021
1663,4387,1980,54028
1664,3445,1980,54056
1665,4032,1980,58035
1666,3168,1980,58035
1667,3090,1981,58063
1668,3169,1991,58070
1669,2142,1942,58084
1670,4305,2005,58091
1671,3151,1970,62042
1672,3082,1980,62042
1673,3600,1980,62042
1674,2926,1955,62077
1675,3126,1947,66028
1676,3781,1980,66028
1677,3942,1996,66028
1678,3519,1980,70063
1679,3311,1980,70028
1680,1349,1929,70084
1681,4072,1980,74056
1682,1024,1924,82042
1683,4060,1980,82049
1684,1144,1926,82070
1685,442,0,82084
1686,483,1911,82084
1687,2876,1904,82084
1688,3923,2000,82084
1689,4015,2002,82070
1690,1081,1925,86049
1691,4253,2009,86091
1692,2108,1917,86161
1693,3370,1992,86161
1694,1489,1929,90084
1695,1611,1932,90028
1696,652,1912,90042
1697,3077,1972,90077
1698,3063,2001,6035
1699,1266,1927,6134
1700,1347,1928,6189
1701,3916,2000,6274
1702,4076,1980,6357
1703,4122,1996,6357
1704,2998,1956,6399
1705,1054,1923,6413
1706,1809,1933,6413
1707,3696,1985,6420
1708,2585,1936,6441
1709,1706,1914,6434
1710,3946,1980,6469
1711,3404,1938,6490
1712,3823,1980,6490
1713,4008,2000,6490
1714,3351,1966,6511
1715,3949,1980,6539
1716,202,1909,6595
1717,2371,1948,6595
1718,3966,2002,6638
1719,4344,2008,6638
1720,3040,1984,6028
1721,2815,1957,6735
1722,4030,2000,6749
1723,1502,1930,6784
1724,3010,1978,6791
1725,3302,1988,6791
1726,957,1916,6805
1727,4292,2008,6805
1728,4352,2014,6805
1729,3296,1993,6819
1730,244,1903,6826
1731,3837,1971,6833
1732,1299,1927,6833
1733,1191,1926,6840
1734,3797,1967,6875
1735,3148,1986,22140
1736,2185,1943,22147
1737,3821,1993,26014
1738,4161,1980,26014
1739,3773,1951,26035
1740,3607,1983,26077
1741,3402,1980,26098
1742,1843,1980,2000
1743,947,1918,2000
1744,1375,1915,2000
1745,78,1917,2000
1746,3904,2000,14007
1747,4351,2012,14014
1748,3691,1997,14042
1749,1867,1934,14091
1750,2866,1969,14098
1751,3044,1980,14140
1752,527,1926,14161
1753,1078,1923,18021
1754,2918,1969,18105
1755,2862,1960,30056
1756,1201,1927,30056
1757,3751,1980,30084
1758,3433,1980,34014
1759,3307,1980,38014
1760,3185,1980,38035
1761,1509,1931,42098
1762,916,1920,42133
1763,3918,1999,46028
1764,3606,1947,46063
1765,3498,1980,50056
1766,3725,1996,50063
1767,4325,1991,50063
1768,2950,1968,54042
1769,4214,1980,54105
1770,3788,1980,58007
1771,3103,1980,58035
1772,4201,1980,62035
1773,3083,1960,62084
1774,3121,1987,66007
1775,4112,2002,66028
1776,4062,1980,66077
1777,4048,1980,66126
1778,3065,1985,70007
1779,4093,1980,70077
1780,707,1910,70098
1781,1827,1934,74035
1782,3487,1980,74035
1783,3504,1995,74035
1784,3556,1996,78049
1785,3007,1980,82014
1786,1408,1929,82021
1787,935,1922,82021
1788,859,1921,82028
1789,479,1917,82028
1790,468,0,82028
1791,2207,1943,82070
1792,1989,1936,82084
1793,4282,2011,82105
1794,3977,2000,82112
1795,3635,1980,82021
1796,985,1924,82126
1797,615,1916,86028
1798,4323,2012,86028
1799,4089,1980,86035
1800,3927,2001,86056
1801,4025,2001,86077
1802,3540,1980,94007
1803,3422,1994,94014
1804,1851,1934,90084
1805,4320,2012,90028
1806,2015,1935,90105
1807,3908,1998,6035
1808,3719,1987,6035
1809,100,0,6056
1810,4169,1980,6091
1811,3468,1992,6126
1812,270,1914,6161
1813,1620,1932,6245
1814,4170,1980,6274
1815,3339,1991,6392
1816,4177,1980,6399
1817,1248,1922,6406
1818,4010,1998,6427
1819,3736,1997,6441
1820,3681,1980,6441
1821,4117,1999,6434
1822,2366,1945,6469
1823,3796,1980,6483
1824,3182,1918,6497
1825,194,0,6532
1826,3944,2000,6560
1827,195,1907,6574
1828,2984,1978,6638
1829,3912,1980,6644
1830,3794,1999,6665
1831,210,1914,6700
1832,232,1980,6728
1833,3743,1980,6749
1834,3060,1980,6756
1835,1242,1927,6371
1836,4212,1980,6760
1837,3689,1993,6805
1838,115,1914,6840
1839,2275,1944,6840
1840,860,1920,6840
1841,2365,1942,10049
1842,3469,1980,10098
1843,3009,1972,22140
1844,4180,1980,26007
1845,2111,1980,2000
1846,3333,1980,14119
1847,4213,1980,14133
1848,1176,1923,14140
1849,3997,1980,14140
1850,3744,1980,14147
1851,2203,1943,14182
1852,2735,1957,18021
1853,3438,1947,18105
1854,3716,1980,18161
1855,319,0,30015
1856,1615,1932,30084
1857,3511,1953,30084
1858,384,0,30113
1859,3314,1994,34035
1860,3818,1998,34049
1861,3895,1980,38028
1862,770,1911,38035
1863,3321,1980,42028
1864,805,1919,42133
1865,2647,1926,42147
1866,3266,1994,50014
1867,4255,2008,50049
1868,3271,1986,50091
1869,3265,1992,50105
1870,3336,1994,54119
1871,802,1979,54021
1872,3602,1997,54028
1873,3175,1980,58028
1874,4237,2003,58035
1875,3099,1980,58035
1876,4254,2002,58035
1877,4373,2007,62021
1878,4087,2000,62042
1879,2968,1978,62077
1880,4131,1980,66007
1881,3474,1979,66028
1882,3605,1980,66028
1883,4342,2012,66028
1884,3373,1994,66091
1885,11,1980,70049
1886,4058,1980,70084
1887,596,1910,74007
1888,3412,1980,74042
1889,3484,1980,78021
1890,3527,1996,78021
1891,4227,1980,82077
1892,1600,1930,82007
1893,1035,1914,82014
1894,1014,1921,82049
1895,463,1918,82063
1896,4330,2013,82063
1897,925,1922,82112
1898,429,1920,82119
1899,422,1907,82133
1900,4190,1980,86063
1901,3951,2001,94007
